anr,datum,legisjahr,rechtsform_name,titel_kurz_d,anzahl,beteiligung,annahme,volkja-proz,berecht,stimmen,gultig,leer,hauptgruppe,untergruppe,kleinstgruppe,br-pos,sr-pos,nr-pos,bv-pos,srja,srnein,nrja,nrnein,sammeltempo,p-fdp,p-sps,p-svp,p-mitte,p-evp,p-gps,p-glp,p-ucsp,p-pda,p-sd,p-edu,p-fps,p-lega,p-kvp,p-mcg,p-cvp,p-bdp,p-lps,p-ldu,p-poch,p-rep,p-eco,p-sgv,p-sbv,p-sgb,p-travs,p-sav,p-vsa,p-vpod,p-voev,p-tcs,p-vcs,p-acs,p-sbk,p-ssv,p-gem,p-kdk,p-kkjpd,p-gdk,p-ldk,p-vdk,p-sodk,p-endk,p-fdk,p-edk,p-bpuk,anneepolitique,curiavista-de,swissvoteslink,rechtsform
71.0,1912-02-04,1911-1914,Fakultatives Referendum,Kranken- und Unfallversicherungsgesetz,1,64.26,1.0,54.36,839212.0,539273.0,528982.0,6735.0,Sozial- und Gesellschaftspolitik,Sozialversicherungen,Kranken- und Unfallversicherung,1.0,1,1,1,41,0,136,12,.,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/71.00,2
72.0,1913-05-04,1911-1914,Obligatorisches Referendum,Bekämpfung menschlicher und tierischer Krankheiten,1,36.04,1.0,60.32,844175.0,304206.0,280175.0,16409.0,Sozial- und Gesellschaftspolitik,Gesundheit,Gesundheitspolitik,,1,1,1,37,0,96,0,0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/72.00,1
73.0,1914-10-25,1914-1917,Obligatorisches Referendum,Schaffung eines Verwaltungsgerichts,1,44.06,1.0,62.35,851082.0,374977.0,327825.0,33104.0,Staatsordnung,Institutionen,Gerichte,,1,1,1,24,4,115,0,0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/73.00,1
74.0,1915-06-06,1914-1917,Obligatorisches Referendum,Verfassungsgrundlage für eine einmalige Kriegssteuer,1,56.02,1.0,94.27,871476.0,488167.0,479578.0,5646.0,Öffentliche Finanzen,Steuerwesen,Direkte Steuern,,1,1,1,34,0,114,0,0,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/74.00,1
75.0,1917-05-13,1914-1917,Obligatorisches Referendum,Stempelabgaben,1,42.06,1.0,53.16,894177.0,376063.0,357977.0,11994.0,Öffentliche Finanzen,Steuerwesen,Indirekte Steuern,,1,1,1,33,0,112,9,0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/75.00,1
76.0,1918-06-02,1917-1919,Volksinitiative,Initiative für eine direkte Bundessteuer,1,65.4,0.0,45.93,936096.0,612171.0,602549.0,4332.0,Öffentliche Finanzen,Steuerwesen,Direkte Steuern,2.0,2,2,2,1,31,21,138,476,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/76.00,3
77.0,1918-10-13,1917-1919,Volksinitiative,Initiative «für die Proporzwahl des Nationalrates»,1,49.48,1.0,66.78,936336.0,463302.0,448587.0,8892.0,Staatsordnung,Politisches System,Wahlsystem,2.0,2,2,2,18,20,71,78,1017,2.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/77.00,3
78.0,1919-05-04,1917-1919,Obligatorisches Referendum,Artikel über die Schifffahrt,2,53.89,1.0,83.61,937257.0,505121.0,477391.0,19329.0,Verkehr & Infrastruktur,Schifffahrt,,,1,1,1,30,0,108,0,0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/78.00,1
79.0,1919-05-04,1917-1919,Obligatorisches Referendum,Verfassungsgrundlage für eine ausserordentliche Kriegssteuer,2,53.76,1.0,65.07,937257.0,503914.0,472647.0,20920.0,Öffentliche Finanzen,Steuerwesen,Direkte Steuern,,1,1,1,27,2,81,10,0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/79.00,1
80.0,1919-08-10,1917-1919,Obligatorisches Referendum,Übergangsbestimmungen für vorgezogene Wahlen in den National- und Bundesrat,1,32.83,1.0,71.59,931523.0,305795.0,279377.0,19708.0,Staatsordnung,Institutionen,Parlament,,1,1,1,23,2,81,10,0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/80.00,1
81.0,1920-03-21,1919-1922,Fakultatives Referendum,Gesetz zur Ordnung des Arbeitsverhältnisses,2,60.29,0.0,49.81,957389.0,577247.0,510856.0,36755.0,Wirtschaft,Arbeit und Beschäftigung,Sozialpartnerschaft,1.0,1,1,1,22,0,93,0,.,1.0,1.0,2.0,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/81.00,2
82.1,1920-03-21,1919-1922,Volksinitiative,Initiative für ein Verbot der Spielbanken,2,60.23,1.0,55.3,957386.0,576656.0,499143.0,23138.0,Wirtschaft,Wirtschaftspolitik,Strukturpolitik,2.0,2,2,2,.,18,3,31,559,5.0,1.0,66.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/82.10,3
82.2,1920-03-21,1919-1922,Direkter Gegenentwurf,Gegenentwurf zur Initiative für ein Verbot der Spielbanken,2,60.23,0.0,24.49,957386.0,576656.0,499143.0,23138.0,Wirtschaft,Wirtschaftspolitik,Strukturpolitik,,1,1,1,18,.,31,3,0,3.0,2.0,66.0,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/82.20,4
83.0,1920-05-16,1919-1922,Obligatorisches Referendum,Beitritt zum Völkerbund,1,77.47,1.0,56.29,968327.0,750159.0,740589.0,6502.0,Aussenpolitik,Internationale Organisationen,,,1,1,1,30,6,115,55,0,1.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/83.00,1
84.0,1920-10-31,1919-1922,Fakultatives Referendum,Gesetz zur Arbeitszeit bei den Eisenbahnen,1,68.1,1.0,57.12,964587.0,656913.0,646808.0,8618.0,Wirtschaft,Arbeit und Beschäftigung,Arbeitszeit,1.0,1,1,1,9,5,78,2,.,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/84.00,2
85.0,1921-01-30,1919-1922,Volksinitiative,Initiative für ein Staatsvertragsreferendum,2,63.11,1.0,71.36,967289.0,610411.0,558542.0,48783.0,Staatsordnung,Volksrechte,Referendum,2.0,1,1,1,14,13,112,0,1130,5.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/85.00,3
86.0,1921-01-30,1919-1922,Volksinitiative,Initiative «für die Aufhebung der Militärjustiz»,2,63.11,0.0,33.57,967289.0,610411.0,591847.0,15837.0,Sicherheitspolitik,Armee,Armee (allgemein),2.0,2,2,2,0,22,30,75,630,2.0,1.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/86.00,3
87.0,1921-05-22,1919-1922,Obligatorisches Referendum,Artikel über den Automobil- und Fahrradverkehr,2,38.57,1.0,59.77,969522.0,373921.0,345173.0,27957.0,Verkehr & Infrastruktur,Strassenverkehr,,,1,1,1,27,0,102,0,0,1.0,,1.0,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/87.00,1
88.0,1921-05-22,1919-1922,Obligatorisches Referendum,Artikel über die Luftschiffahrt,2,38.39,1.0,62.19,969522.0,372187.0,338390.0,32859.0,Verkehr & Infrastruktur,Luftverkehr,,,1,1,1,27,0,102,0,0,1.0,,1.0,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/88.00,1
89.0,1922-06-11,1919-1922,Volksinitiative,Initiative «betreffend die Erlangung des Schweizerbürgerrechts»,3,45.6,0.0,15.91,976105.0,445100.0,413816.0,30259.0,Sozial- und Gesellschaftspolitik,Gesellschaftsfragen,Migrations- und Integrationspolitik,2.0,2,2,2,0,29,0,.,237,3.0,2.0,2.0,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/89.00,3
90.0,1922-06-11,1919-1922,Volksinitiative,Initiative «betreffend die Ausweisung von Ausländern»,3,45.6,0.0,38.08,976105.0,445100.0,418081.0,25991.0,Sozial- und Gesellschaftspolitik,Gesellschaftsfragen,Migrations- und Integrationspolitik,2.0,2,2,2,0,27,0,.,237,3.0,2.0,1.0,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/90.00,3
91.0,1922-06-11,1919-1922,Volksinitiative,Initiative «betreffend die Wählbarkeit der Bundesbeamten in den Nationalrat»,3,45.6,0.0,38.35,976105.0,445100.0,417650.0,26433.0,Staatsordnung,Institutionen,Parlament,3.0,2,2,2,7,24,67,80,389,3.0,1.0,2.0,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/91.00,3
92.0,1922-09-24,1919-1922,Fakultatives Referendum,Strafrechtsrevision (innere Sicherheit und bedingter Strafvollzug),1,70.31,0.0,44.63,982567.0,690844.0,680626.0,8058.0,Staatsordnung,Rechtsordnung,Strafrecht,1.0,1,1,1,27,1,106,30,.,1.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/92.00,2
93.0,1922-12-03,1922-1925,Volksinitiative,Initiative für eine einmalige Vermögensabgabe,1,86.26,0.0,12.96,992523.0,856148.0,846654.0,7525.0,Öffentliche Finanzen,Steuerwesen,Direkte Steuern,2.0,2,2,2,0,.,17,62,315,2.0,1.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/93.00,3
94.0,1923-02-18,1922-1925,Volksinitiative,Schutzhaft-Initiative,2,53.24,0.0,11.01,989661.0,526876.0,500751.0,25109.0,Sicherheitspolitik,Öffentliche Sicherheit,Staatsschutz,2.0,2,2,2,0,31,.,.,561,2.0,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/94.00,3
95.0,1923-02-18,1922-1926,Fakultatives Referendum,Abkommen mit Frankreich betreffend Hochsavoyen,2,53.43,0.0,18.48,989661.0,528736.0,508197.0,19515.0,Aussenpolitik,Aussenwirtschaftspolitik,,1.0,1,1,1,26,9,75,62,.,3.0,2.0,1.0,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/95.00,2
96.0,1923-04-15,1922-1925,Volksinitiative,Zollinitiative,1,65.76,0.0,26.77,990202.0,651159.0,638896.0,10813.0,Aussenpolitik,Aussenwirtschaftspolitik,Zollwesen,2.0,2,2,2,1,37,45,123,540,2.0,1.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/96.00,3
97.0,1923-06-03,1922-1925,Obligatorisches Referendum,Bundesbeschluss zum Alkoholwesen,1,64.58,0.0,42.16,985774.0,636591.0,623085.0,11931.0,Sozial- und Gesellschaftspolitik,Gesundheit,Suchtmittel,,1,1,1,.,0,91,1,0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,https://swissvotes.ch/vote/97.00,1
98.0,1924-02-17,1922-1925,Fakultatives Referendum,Fabrikgesetz,1,76.98,0.0,42.37,995663.0,766505.0,756848.0,7676.0,Wirtschaft,Wirtschaftspolitik,Konjunkturpolitik,1.0,1,1,1,22,1,96,48,.,1.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/98.00,2
99.0,1925-05-24,1922-1925,Volksinitiative,Initiative für eine AHV/IV,1,68.24,0.0,42.0,1008865.0,688402.0,672656.0,13577.0,Sozial- und Gesellschaftspolitik,Sozialversicherungen,AHV,2.0,2,2,2,2,29,49,88,234,2.0,1.0,2.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/99.00,3
100.0,1925-10-25,1925-1928,Obligatorisches Referendum,Beschluss betreffend Aufenthalt und Niederlassung der Ausländer,1,67.95,1.0,62.21,1017692.0,691544.0,614653.0,71838.0,Sozial- und Gesellschaftspolitik,Gesellschaftsfragen,Migrations- und Integrationspolitik,1.0,1,1,1,29,0,93,0,0,1.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/100.00,1
101.0,1925-12-06,1925-1928,Obligatorisches Referendum,Bundesbeschluss betreffend eine AHV/IV,1,63.08,1.0,65.39,1019522.0,643066.0,628471.0,12809.0,Sozial- und Gesellschaftspolitik,Sozialversicherungen,AHV,,1,1,1,33,5,152,21,0,1.0,1.0,1.0,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/101.00,1
102.0,1926-12-05,1925-1928,Obligatorisches Referendum,Artikel zur Getreideversorgung,1,72.71,0.0,49.62,1034547.0,752234.0,738556.0,11378.0,Landwirtschaft,Pflanzliche Produktion,,,1,1,1,23,14,148,37,0,1.0,1.0,1.0,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/102.00,1
103.0,1927-05-15,1925-1928,Obligatorisches Referendum,Entschädigung an Kantone für Alpenstrassen,2,55.31,1.0,62.64,1038136.0,574214.0,533511.0,39566.0,Verkehr & Infrastruktur,Strassenverkehr,Schwerverkehr,,1,1,1,34,0,135,0,0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/103.00,1
104.0,1927-05-15,1925-1928,Fakultatives Referendum,Gesetz über den Automobil- und Fahrradverkehr,2,57.85,0.0,40.14,1038136.0,600601.0,573674.0,25652.0,Verkehr & Infrastruktur,Strassenverkehr,,1.0,1,1,1,27,0,78,1,.,1.0,66.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/104.00,2
105.0,1928-05-20,1925-1928,Obligatorisches Referendum,Massnahmen gegen die Überfremdung,1,45.25,1.0,70.68,1050683.0,475391.0,447465.0,26688.0,Sozial- und Gesellschaftspolitik,Gesellschaftsfragen,Migrations- und Integrationspolitik,,1,1,1,27,4,92,12,0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/105.00,1
106.0,1928-12-02,1928-1931,Volksinitiative,Initiative für die Erhaltung der Kursäle,1,55.52,1.0,51.92,1067754.0,592849.0,570923.0,20248.0,Wirtschaft,Wirtschaftspolitik,Strukturpolitik,1.0,1,1,1,34,8,110,53,546,,66.0,1.0,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/106.00,3
107.1,1929-03-03,1928-1931,Volksinitiative,Initiative zur Getreideversorgung,2,67.26,0.0,2.68,1071934.0,720983.0,690491.0,15926.0,Landwirtschaft,Pflanzliche Produktion,,2.0,2,2,2,2,26,24,80,389,2.0,2.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/107.10,3
107.2,1929-03-03,1928-1931,Direkter Gegenentwurf,Gegenentwurf zur Initiative zur Getreideversorgung,2,67.26,1.0,66.79,1071934.0,720983.0,690491.0,15926.0,Landwirtschaft,Pflanzliche Produktion,,,1,1,1,26,2,80,24,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/107.20,4
108.0,1929-03-03,1928-1931,Fakultatives Referendum,Zolltarifgesetz,2,67.26,1.0,66.42,1071934.0,720983.0,684336.0,34359.0,Landwirtschaft,Pflanzliche Produktion,,1.0,1,1,1,33,2,89,22,.,1.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/108.00,2
109.0,1929-05-12,1928-1931,Volksinitiative,Initiative «betreffend die Gesetzgebung über den Strassenverkehr»,2,65.08,0.0,37.15,1075950.0,700279.0,668432.0,29684.0,Verkehr & Infrastruktur,Strassenverkehr,,2.0,2,2,2,0,31,.,.,344,2.0,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/109.00,3
110.0,1929-05-12,1928-1931,Volksinitiative,Initiative «für ein Branntweinverbot»,2,66.41,0.0,32.65,1075950.0,714510.0,694518.0,18274.0,Sozial- und Gesellschaftspolitik,Gesundheit,Suchtmittel,2.0,2,2,2,0,.,53,115,419,2.0,1.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/110.00,3
111.0,1930-04-06,1928-1931,Obligatorisches Referendum,Neuregelung des Alkoholwesens,1,75.71,1.0,60.58,1093191.0,827636.0,815889.0,9980.0,Sozial- und Gesellschaftspolitik,Gesundheit,Suchtmittel,,1,1,1,.,0,93,2,0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/111.00,1
112.0,1931-02-08,1928-1931,Direkter Gegenentwurf,Ordensverbot,1,41.83,1.0,70.19,1100670.0,460440.0,418649.0,39649.0,Aussenpolitik,Aussenpolitische Grundhaltung,Unabhängigkeit,,1,1,1,19,1,67,0,0,1.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/112.00,4
113.0,1931-03-15,1928-1931,Obligatorisches Referendum,Beschluss über die Mitgliederzahl des Nationalrates,2,53.48,1.0,53.88,1104113.0,590442.0,549435.0,38517.0,Staatsordnung,Politisches System,Wahlsystem,,1,1,1,.,1,75,25,0,3.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/113.00,1
114.0,1931-03-15,1928-1931,Obligatorisches Referendum,"Amtsdauer des Nationalrats, des Bundesrats und des Bundeskanzlers",2,53.48,1.0,53.7,1104113.0,590442.0,554857.0,33477.0,Staatsordnung,Institutionen,"Regierung, Verwaltung",,1,1,1,25,1,108,26,0,3.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/114.00,1
115.0,1931-12-06,1931-1935,Fakultatives Referendum,Gesetz über die AHV,2,78.15,0.0,39.7,1124881.0,879063.0,851544.0,24846.0,Sozial- und Gesellschaftspolitik,Sozialversicherungen,AHV,1.0,1,1,1,30,5,163,14,.,1.0,1.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/115.00,2
116.0,1931-12-06,1931-1935,Fakultatives Referendum,Gesetz über die Besteuerung des Tabaks,2,78.15,0.0,49.89,1124881.0,879063.0,848972.0,27498.0,Öffentliche Finanzen,Steuerwesen,Indirekte Steuern,1.0,1,1,1,26,.,91,1,.,1.0,1.0,1.0,,,,,,2.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/116.00,2
117.0,1933-05-28,1931-1935,Fakultatives Referendum,Gesetz zur Herabsetzung der Löhne des Bundespersonals,1,80.51,0.0,44.89,1154963.0,929849.0,916726.0,11164.0,Staatsordnung,Institutionen,"Regierung, Verwaltung",1.0,1,1,1,29,0,77,57,.,1.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/117.00,2
118.0,1934-03-11,1931-1935,Fakultatives Referendum,Gesetz über den Schutz der öffentlichen Ordnung,1,78.99,0.0,46.19,1167508.0,922184.0,908071.0,11431.0,Sicherheitspolitik,Öffentliche Sicherheit,Staatsschutz,1.0,1,1,1,.,1,90,28,.,1.0,2.0,1.0,,,,,,2.0,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/118.00,2
119.0,1935-02-24,1931-1935,Fakultatives Referendum,Neuordnung der militärischen Ausbildung,1,79.92,1.0,54.16,1189573.0,950680.0,936954.0,11459.0,Sicherheitspolitik,Armee,Militärische Ausbildung,1.0,1,1,1,.,0,91,11,.,1.0,2.0,1.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/119.00,2
120.0,1935-05-05,1931-1935,Fakultatives Referendum,Verkehrsteilungsgesetz,1,63.17,0.0,32.35,1190054.0,751726.0,720123.0,30393.0,Verkehr & Infrastruktur,Verkehrspolitik,,1.0,1,1,1,31,1,85,2,.,1.0,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/120.00,2
121.0,1935-06-02,1931-1935,Volksinitiative,Initiative «zur Bekämpfung der Wirtschaftskrise»,1,84.35,0.0,42.84,1194129.0,1007285.0,992667.0,12575.0,Wirtschaft,Wirtschaftspolitik,Konjunkturpolitik,2.0,2,2,2,1,30,51,98,1682,2.0,1.0,2.0,,,,,,1.0,,,,,,,2.0,,,,,,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/121.00,3
122.0,1935-09-08,1931-1935,Volksinitiative,Initiative für eine Totalrevision der Bundesverfassung,1,60.9,0.0,27.71,1193941.0,727063.0,707713.0,17853.0,Staatsordnung,Politisches System,Bundesverfassung,3.0,3,3,3,.,.,.,.,546,2.0,2.0,2.0,,,,,,2.0,,,,,,,1.0,,1.0,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/122.00,3
123.0,1937-11-28,1935-1939,Volksinitiative,Initiative «für ein Verbot der Freimaurerei»,1,65.94,0.0,31.32,1187637.0,783116.0,750307.0,30578.0,Sicherheitspolitik,Öffentliche Sicherheit,Staatsschutz,2.0,2,2,2,0,22,.,.,286,2.0,2.0,2.0,,,,,,,,,,,,,66.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/123.00,3
124.0,1938-02-20,1935-1939,Obligatorisches Referendum,Anerkennung des Rätoromanischen als Nationalsprache,3,54.33,1.0,91.59,1216756.0,661022.0,627818.0,24692.0,"Kultur, Religion & Medien",Sprachpolitik,,1.0,1,1,1,36,0,114,0,0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/124.00,1
125.0,1938-02-20,1935-1939,Volksinitiative,Initiative zur Beschränkung der Dringlichkeitsklausel,3,54.33,0.0,15.22,1216756.0,661022.0,575833.0,63433.0,Staatsordnung,Institutionen,Parlament,2.0,2,2,2,0,35,2,145,.,2.0,2.0,2.0,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/125.00,3
126.1,1938-02-20,1935-1939,Volksinitiative,Initiative «Private Rüstungsindustrie»,3,54.33,0.0,11.52,1216756.0,661022.0,572581.0,52896.0,Sicherheitspolitik,Armee,Rüstung,2.0,2,2,2,.,.,.,.,.,2.0,2.0,2.0,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/126.10,3
126.2,1938-02-20,1935-1939,Direkter Gegenentwurf,Gegenentwurf zur Initiative «Private Rüstungsindustrie»,3,54.33,1.0,68.82,1216756.0,661022.0,572581.0,52896.0,Sicherheitspolitik,Armee,Rüstung,,1,1,1,.,.,.,.,0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/126.20,4
127.0,1938-07-03,1935-1939,Fakultatives Referendum,Schweizerisches Strafgesetzbuch,1,57.06,1.0,53.46,1219755.0,695939.0,670468.0,23455.0,Staatsordnung,Rechtsordnung,Strafrecht,1.0,1,1,1,29,11,138,36,.,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/127.00,2
128.0,1938-11-27,1935-1939,Obligatorisches Referendum,Übergangsordnung des Finanzhaushalts,1,60.35,1.0,72.26,1223336.0,738307.0,704925.0,30951.0,Öffentliche Finanzen,Finanzordnung,,,1,1,1,29,.,95,3,0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/128.00,1
129.0,1939-01-22,1935-1939,Volksinitiative,Initiative für eine Erweiterung der Verfassungsgerichtsbarkeit,2,46.55,0.0,28.92,1223536.0,569561.0,488663.0,77687.0,Staatsordnung,Institutionen,Gerichte,2.0,2,2,2,0,21,12,91,60,2.0,2.0,2.0,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/129.00,3
130.0,1939-01-22,1935-1939,Direkter Gegenentwurf,Beschluss betreffend eine Einschränkung der Dringlichkeitsklausel,2,46.55,1.0,69.06,1223536.0,569561.0,501056.0,65459.0,Staatsordnung,Institutionen,Parlament,,1,1,1,30,4,.,.,0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/130.00,4
131.0,1939-06-04,1935-1939,Obligatorisches Referendum,Bundesbeschluss zum Ausbau der Landesverteidigung und zur Bekämpfung der Arbeitslosigkeit,1,54.73,1.0,69.07,1226873.0,671453.0,645162.0,24871.0,Sicherheitspolitik,Armee,Armee (allgemein),,1,1,1,24,7,112,8,0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://swissvotes.ch/vote/131.00,1
